service_type,priority_score,is_walk_in,party_size,age_bracket,queue_length_ahead,active_counters,hour_of_day,day_of_week,rolling_velocity_mins,queuing_theory_baseline,actual_wait_mins
0,3,1,1,0,16,5,14,2,11.93,23.93,31.8
1,3,1,1,2,30,5,9,0,24.3,72.33,78.9
1,3,1,1,1,20,4,16,6,15.79,40.24,42.2
0,2,1,3,0,20,3,14,3,14.37,61.64,83.6
0,3,1,1,1,27,3,18,5,8.27,39.39,48.5
0,1,0,4,2,26,1,17,5,15.06,279.32,240.0
0,5,0,2,1,41,4,11,3,7.95,23.85,28.3
2,1,1,2,1,8,2,10,0,35.0,132.3,152.4
0,3,0,1,1,31,3,11,4,5.92,31.23,36.5
1,1,1,1,1,3,6,15,4,19.28,13.2,21.8
2,1,0,2,0,36,5,15,4,33.52,1750.29,240.0
1,3,1,1,0,1,6,13,1,21.07,10.4,13.4
0,3,0,2,1,13,5,12,2,7.39,13.23,15.7
1,1,1,2,1,30,1,18,1,22.04,470.12,240.0
1,3,0,1,0,5,5,12,6,13.5,11.14,10.6
1,1,1,1,2,32,5,13,1,23.69,114.85,155.2
2,5,0,2,1,7,2,9,4,32.93,53.05,63.6
1,2,1,1,1,25,1,14,2,18.03,275.11,240.0
1,1,0,2,1,13,2,10,0,16.9,82.34,92.4
2,1,0,1,1,1,1,16,4,31.55,34.15,40.8
1,1,1,1,2,28,3,18,4,19.33,144.16,174.1
1,1,1,2,1,12,3,14,5,22.32,70.96,95.1
1,2,1,1,1,41,1,13,2,16.27,403.47,240.0
1,1,1,1,1,14,1,17,3,19.15,193.54,234.8
1,2,1,3,1,13,6,13,2,27.14,43.76,61.8
0,1,0,2,1,5,4,17,6,7.08,8.62,11.2
1,3,1,3,0,24,6,15,5,32.67,74.21,96.6
1,2,0,1,1,9,2,17,1,14.97,45.92,56.9
1,2,1,1,1,0,3,11,2,18.54,8.87,11.1
1,5,1,1,2,5,3,13,1,20.23,17.18,22.3
0,2,1,1,1,22,6,15,0,8.81,23.49,29.0
0,1,1,1,1,40,1,13,0,10.92,311.24,240.0
1,5,0,1,1,34,6,12,4,13.93,27.99,36.2
2,1,1,2,1,27,2,10,4,35.0,365.05,240.0
0,3,1,1,1,32,1,18,4,8.58,310.14,240.0
1,1,1,1,2,7,6,15,5,19.79,24.46,37.6
1,3,1,2,1,16,1,15,5,24.75,202.9,240.0
1,2,1,1,1,40,1,13,3,15.17,367.14,240.0
1,3,1,1,2,42,5,9,0,19.83,82.16,96.6
0,3,1,1,1,2,3,15,0,10.25,7.49,15.3
1,1,0,1,1,36,2,14,5,13.9,180.75,233.6
1,3,1,1,1,19,2,14,1,15.18,76.4,105.4
1,1,1,3,2,13,1,12,0,31.57,299.36,240.0
1,1,1,1,0,30,4,15,6,19.37,109.56,143.6
0,1,1,3,1,9,2,18,5,13.37,46.7,62.4
2,1,1,1,0,22,1,14,6,35.0,552.88,240.0
1,3,1,1,2,5,2,13,4,21.14,33.55,47.3
1,5,1,1,1,34,1,13,2,19.72,193.93,240.0
2,3,1,4,0,20,6,10,3,35.0,61.1,62.0
2,3,0,1,1,44,4,14,1,26.02,149.92,196.4
1,3,1,1,0,27,4,9,1,21.79,75.46,73.5
1,4,1,1,1,5,2,16,1,17.93,30.85,31.4
1,1,1,1,1,44,1,17,1,17.11,532.53,240.0
0,2,1,1,2,39,6,15,1,11.33,47.45,69.2
0,1,0,2,1,28,5,10,3,8.09,32.07,35.3
1,2,1,1,0,17,1,17,1,17.36,209.84,240.0
1,1,1,1,1,42,2,18,5,15.28,229.28,240.0
0,1,0,1,1,45,4,9,3,5.13,41.48,43.7
2,1,1,4,0,27,1,14,4,35.0,675.38,240.0
1,5,1,2,1,34,5,14,4,25.16,55.84,77.4
1,1,0,1,1,21,2,14,5,13.17,102.44,133.1
0,3,1,2,1,34,2,15,2,11.9,103.01,135.0
0,4,1,3,1,19,1,17,6,14.81,113.56,139.8
2,2,1,1,1,30,6,16,4,29.54,89.22,101.9
0,3,1,1,1,2,4,18,2,10.46,6.06,8.8
1,2,0,1,0,43,5,10,1,15.08,77.87,79.2
1,2,1,1,1,6,5,13,6,14.98,16.19,21.0
1,4,1,1,2,2,5,16,6,19.69,6.31,10.5
1,1,1,1,1,35,3,10,4,19.84,169.95,193.2
0,1,0,3,1,9,4,14,1,8.42,16.36,22.3
0,1,0,1,1,45,2,9,3,6.87,111.61,111.7
1,2,1,1,0,12,5,18,2,16.45,29.11,35.6
1,3,1,1,0,30,3,15,5,18.46,97.06,127.4
0,5,0,1,1,37,3,13,0,6.57,26.6,41.9
0,1,1,1,1,19,4,13,0,9.01,33.09,41.8
0,1,1,1,1,34,6,13,5,10.57,45.22,65.2
1,1,0,2,1,16,2,12,3,16.45,97.07,99.5
0,5,1,3,1,10,4,10,4,14.44,13.15,19.2
0,2,1,2,1,39,3,12,5,11.4,92.2,92.1
1,1,0,1,1,20,1,18,0,13.97,200.99,240.0
0,3,1,1,1,9,4,18,4,8.67,13.53,18.9
1,1,0,1,1,36,3,18,4,12.07,110.9,129.3
0,2,1,1,0,16,3,14,6,10.63,38.38,53.8
2,1,0,1,2,5,1,13,1,31.81,123.54,160.8
0,5,0,2,2,19,5,11,4,9.68,11.68,15.3
0,1,1,3,1,32,5,18,5,15.38,74.04,91.2
2,1,1,1,1,7,1,13,3,31.54,166.6,221.8
0,2,1,1,2,28,3,13,1,12.37,74.23,98.3
1,1,1,1,1,27,2,9,2,19.03,194.99,194.3
0,3,1,1,2,45,3,15,0,10.93,84.56,110.6
0,2,0,1,1,3,4,12,6,6.04,4.59,3.3
1,1,1,1,2,33,4,15,5,23.08,142.35,187.5
2,2,1,1,2,8,6,14,4,35.0,38.71,55.1
0,5,0,1,2,3,5,9,4,7.66,2.0,4.9
1,3,0,1,2,22,6,12,5,19.33,42.14,41.5
1,5,0,1,1,17,1,17,0,15.97,80.95,94.1
0,4,1,2,2,43,1,10,6,14.38,249.59,240.0
1,3,1,3,1,0,5,12,6,29.54,10.11,14.3
0,2,1,2,1,22,6,9,6,12.51,28.44,30.0
0,3,1,1,2,11,2,18,5,13.38,41.25,53.2
0,2,0,2,2,21,5,10,6,9.42,24.88,25.5
2,2,1,2,1,35,3,12,2,35.0,255.61,240.0
0,4,1,3,1,15,1,16,0,12.16,77.53,86.7
1,1,1,2,0,11,5,10,4,25.65,42.08,51.1
0,1,1,1,2,21,1,11,2,11.12,178.48,182.4
0,4,1,1,2,21,3,10,3,10.59,31.66,34.2
1,3,1,1,1,38,3,12,4,15.3,100.13,112.2
1,1,1,1,1,44,5,17,3,14.92,99.85,120.2
0,1,1,1,0,31,5,16,1,11.34,52.67,53.0
0,2,0,1,1,40,5,9,3,5.6,26.92,25.2
2,3,1,1,0,8,6,10,4,35.0,29.96,35.3
0,3,0,1,2,10,4,16,5,8.49,11.02,10.6
1,2,1,1,2,32,1,16,3,20.86,403.63,240.0
1,1,1,1,0,24,4,18,4,21.8,99.35,119.6
1,3,0,1,1,35,4,14,1,14.14,66.16,87.8
2,4,0,1,2,28,6,15,5,31.17,65.95,92.4
1,2,1,4,1,9,4,18,0,31.62,64.51,78.9
0,1,1,1,1,16,2,12,0,10.78,64.49,74.9
0,2,1,2,1,25,5,12,5,12.21,41.0,44.3
0,1,0,2,1,1,3,13,6,6.5,5.49,7.4
0,2,1,1,1,32,3,17,4,8.96,61.32,74.2
2,1,1,1,1,13,1,17,3,30.2,286.17,240.0
0,2,1,1,1,17,3,13,1,9.1,35.84,44.2
1,2,1,1,1,11,6,16,5,19.96,22.71,23.7
1,2,1,1,1,4,4,9,4,18.87,15.93,19.9
1,3,1,3,0,12,5,10,1,27.72,33.47,37.2
1,2,1,1,2,9,3,12,3,22.56,48.74,52.2
1,1,1,1,1,20,1,13,0,17.68,254.78,240.0
0,2,1,1,2,3,2,13,6,10.46,14.3,21.7
1,5,0,1,0,32,3,15,5,15.13,50.39,69.3
0,4,1,2,1,16,2,14,2,10.12,34.44,44.6
2,2,1,1,1,7,1,17,0,26.84,121.38,145.6
0,1,1,1,1,27,4,16,4,10.64,52.47,63.0
0,2,0,1,1,45,1,11,1,6.53,186.86,186.8
0,3,1,1,2,7,5,12,0,11.9,12.47,16.0
1,4,0,1,2,31,6,16,6,15.53,33.44,40.3
1,2,0,1,1,21,3,11,1,15.91,71.91,73.7
0,3,0,1,1,4,3,11,4,6.34,6.32,7.0
0,3,1,1,1,39,2,12,0,9.93,98.3,114.9
0,1,1,1,1,5,4,15,5,10.91,14.02,24.7
0,4,1,1,1,33,5,9,2,9.65,27.36,31.3
1,1,0,1,1,8,2,14,5,12.29,38.89,48.3
0,2,1,1,2,39,3,12,6,12.73,103.97,108.0
1,3,1,2,1,23,2,16,6,24.69,146.06,148.4
0,5,1,1,1,17,3,11,1,9.28,16.73,20.2
2,2,1,1,1,23,1,18,1,31.23,439.28,240.0
0,2,0,1,2,34,1,16,4,7.42,155.91,176.3
1,2,0,1,0,23,3,16,2,16.7,77.76,79.3
1,2,1,1,2,41,6,11,2,20.35,84.49,86.8
0,3,1,1,1,10,2,12,5,8.79,25.26,30.2
0,3,0,1,0,34,5,17,0,6.2,22.88,26.3
0,5,1,1,2,32,2,12,6,12.36,60.51,62.4
0,3,1,1,0,35,2,10,5,10.37,91.04,92.4
0,1,1,1,1,43,4,13,2,9.85,353.07,240.0
0,2,1,1,1,13,5,18,1,8.88,23.05,24.7
0,2,1,1,1,23,5,9,0,9.89,27.89,34.7
0,3,1,2,2,18,2,12,4,14.87,70.37,77.3
0,1,0,1,1,36,6,17,3,6.51,30.2,41.2
0,2,0,1,0,6,4,11,3,6.35,6.12,7.4
0,1,1,1,1,12,6,12,2,9.54,17.43,21.7
1,2,0,2,0,15,6,10,3,19.37,31.44,31.8
1,1,1,1,2,31,6,13,1,20.26,79.4,104.4
2,2,1,1,1,23,2,10,5,27.8,206.35,210.7
0,2,0,1,1,38,1,12,5,5.9,135.37,138.3
0,2,1,2,1,41,5,9,2,12.4,61.99,67.7
0,2,1,1,0,18,5,15,0,8.98,22.38,32.4
1,2,0,1,1,25,1,18,3,13.09,285.32,240.0
1,2,0,1,1,16,2,14,4,15.88,81.09,104.6
0,3,1,3,1,44,5,11,3,15.14,67.3,71.5
1,1,1,1,1,37,5,13,1,16.63,91.22,122.4
1,2,0,1,1,43,1,18,0,14.98,388.86,240.0
2,1,1,1,1,33,6,16,1,31.16,120.62,119.7
0,1,1,2,1,0,2,17,1,12.12,3.78,4.4
0,1,0,1,1,8,3,14,0,5.69,14.24,15.5
0,1,0,2,0,1,4,11,3,7.01,2.0,2.2
0,2,0,2,0,3,2,11,2,9.33,11.11,12.1
2,2,1,1,1,16,4,10,6,27.08,71.65,75.0
0,3,1,1,1,25,5,17,5,8.57,23.36,29.0
1,2,0,1,2,2,2,12,1,15.47,14.17,15.5
0,2,1,1,2,11,1,14,4,11.91,83.16,110.4
0,1,1,2,2,8,6,14,0,16.63,22.0,32.0
0,1,1,1,2,6,2,18,5,10.65,30.97,40.8
0,3,1,1,1,14,5,12,1,8.59,15.01,18.7
1,1,0,2,1,32,6,16,3,16.55,62.73,65.9
2,2,1,1,0,9,1,9,2,35.0,201.3,206.4
1,2,1,1,1,20,3,9,6,17.78,72.26,74.0
1,2,0,4,1,23,4,10,4,21.33,76.93,91.8
0,2,0,3,1,7,6,16,5,7.74,6.31,11.0
1,1,1,2,1,33,6,18,3,18.68,77.65,95.1
0,3,1,1,2,20,2,10,6,11.21,61.43,64.3
2,1,0,2,0,37,3,16,1,35.0,317.66,240.0
1,1,1,3,1,30,4,17,1,30.06,167.72,201.0
0,4,0,1,2,34,3,9,3,7.39,33.41,34.6
0,2,0,1,1,39,3,18,3,6.18,50.93,63.5
2,1,0,3,2,33,2,15,2,35.0,416.64,240.0
0,2,1,1,1,0,5,15,4,8.66,4.15,8.1
0,2,1,2,1,20,4,12,6,10.77,36.02,39.9
0,1,0,1,1,18,1,13,4,6.44,85.48,114.1
1,3,0,1,0,11,4,11,2,16.14,28.49,31.2
0,2,1,2,1,32,2,10,4,12.05,125.11,142.6
1,1,1,1,1,25,5,16,0,18.75,66.39,78.9
2,4,0,1,0,25,3,13,5,29.43,103.68,136.8
2,1,0,1,0,31,1,10,1,27.79,613.13,240.0
0,1,0,1,1,43,3,18,2,5.87,76.72,93.1
1,1,1,1,2,21,4,9,5,19.51,77.55,83.8
0,1,1,1,1,18,3,12,6,10.43,47.58,53.2
1,1,0,1,1,5,2,11,6,13.8,30.05,29.2
1,3,0,1,1,15,5,18,0,14.16,25.3,31.8
1,3,0,1,1,1,6,16,1,13.97,2.16,3.5
2,3,1,3,0,18,4,9,0,35.0,79.58,93.2
1,2,0,1,0,16,3,9,4,16.4,53.95,59.4
0,2,1,1,1,43,1,15,4,9.97,258.68,240.0
1,2,1,2,0,11,1,10,3,23.16,159.24,162.9
0,4,0,1,1,2,4,14,3,6.59,4.91,4.4
0,2,0,1,0,41,4,14,2,6.3,42.07,57.5
0,4,1,2,0,12,6,15,1,12.75,15.7,27.3
2,1,0,1,1,17,5,18,3,31.62,84.85,104.3
0,1,1,3,2,28,4,10,1,16.12,85.08,87.7
1,1,0,1,1,36,3,10,6,13.23,113.94,116.2
1,2,0,1,2,19,1,17,2,18.29,332.55,240.0
1,4,0,1,0,10,1,15,3,14.36,61.84,83.0
1,1,0,1,1,40,2,15,5,15.44,221.52,240.0
0,2,0,2,1,4,6,14,2,6.77,6.26,8.9
1,1,1,1,0,32,3,15,3,20.87,163.75,214.5
1,3,1,4,1,27,6,10,5,32.65,73.31,73.6
1,2,1,1,1,40,4,15,0,15.16,96.53,126.7
0,3,0,2,1,17,2,14,6,8.61,40.75,52.3
0,4,1,1,1,6,3,17,6,10.08,11.89,17.2
2,2,1,1,1,0,6,16,6,27.36,2.0,6.7
0,4,0,1,2,5,5,16,1,6.47,3.69,2.0
0,2,1,1,1,23,3,18,1,9.72,50.78,64.1
0,4,0,2,0,25,4,17,0,8.09,23.08,26.3
0,1,0,1,0,31,4,17,4,6.33,50.77,61.1
0,4,1,1,1,29,4,17,5,10.08,36.33,43.6
1,2,1,1,1,4,2,17,3,15.94,25.13,31.3
2,3,0,1,1,19,1,18,1,26.57,256.82,240.0
0,5,1,1,0,45,3,16,5,10.98,47.43,49.7
0,4,0,1,1,36,3,11,5,5.62,26.78,31.4
1,2,1,1,1,20,5,16,2,19.67,47.93,51.2
0,2,1,1,1,31,6,13,4,8.7,30.64,41.9
2,2,0,1,1,2,3,10,5,31.08,19.97,22.2
0,3,0,3,2,31,5,13,6,10.16,36.13,48.1
0,2,1,1,1,13,2,16,0,9.1,40.24,48.6
1,3,1,1,0,3,4,11,5,18.67,8.79,12.0
1,1,0,4,1,33,6,14,4,27.27,115.12,152.7
1,2,1,3,1,12,5,17,0,28.16,50.68,64.5
0,2,1,2,1,27,2,10,2,10.31,88.66,90.4
0,1,1,1,2,9,3,10,2,10.92,26.27,27.7
2,1,0,2,1,42,3,12,3,35.0,353.63,240.0
1,2,1,4,2,7,1,17,0,35.0,159.65,191.2
0,1,0,2,1,37,6,9,0,6.91,30.25,31.1
1,3,1,1,1,5,1,13,4,17.07,47.08,62.0
1,4,0,1,0,24,2,12,5,17.07,84.1,84.8
1,1,0,1,2,39,6,13,4,18.7,90.85,119.6
0,3,0,1,0,45,2,9,0,6.25,73.72,84.8
1,2,1,3,1,29,3,17,0,23.57,142.84,172.2
0,2,0,1,0,45,2,18,0,7.13,572.71,240.0
1,3,1,1,2,34,6,14,4,20.88,66.11,87.7
0,3,1,1,2,4,6,11,1,10.34,5.93,7.7
1,5,0,1,1,5,2,10,3,15.65,14.36,15.2
0,3,1,1,2,36,5,16,3,11.65,42.01,46.4
0,3,0,1,1,29,4,18,2,6.35,24.9,31.9
0,2,0,2,2,20,6,18,0,9.55,22.5,29.7
0,2,0,2,2,36,5,12,4,8.61,40.93,47.0
0,1,1,2,0,32,2,16,2,11.2,129.21,133.6
0,1,1,3,1,39,4,9,1,13.48,93.31,95.3
2,2,1,1,0,17,1,17,5,33.82,355.34,240.0
1,2,1,1,1,43,2,15,4,15.14,199.5,240.0
1,1,0,2,1,8,5,10,4,16.87,19.77,21.8
0,2,1,1,1,32,1,13,3,8.97,175.62,228.7
0,1,0,3,1,30,3,17,0,9.46,69.14,83.0
0,3,0,1,1,3,3,17,6,5.31,4.6,9.5
1,3,1,1,1,31,2,11,6,15.33,119.5,122.3
0,2,1,4,2,30,4,13,6,18.58,88.71,118.0
1,2,1,2,1,6,2,13,0,21.8,833.37,240.0
0,4,0,1,1,40,5,11,1,6.16,19.32,17.7
2,4,1,1,0,37,4,16,1,35.0,127.51,131.4
0,3,0,1,0,6,5,9,6,7.56,6.33,7.9
0,2,1,2,1,17,4,15,1,11.52,32.64,47.0
1,1,0,1,1,29,1,9,0,15.38,328.68,240.0
2,2,1,1,0,23,3,11,4,31.36,160.31,179.9
1,3,1,1,0,8,6,11,5,19.9,13.77,14.3
0,2,0,1,2,0,5,11,6,6.97,2.0,2.0
1,3,1,4,1,19,5,14,4,34.7,77.01,107.0
2,1,0,1,1,31,4,16,2,24.78,137.12,138.8
0,1,0,2,2,32,4,12,5,8.27,48.94,50.6
0,3,0,2,0,13,6,17,3,9.35,12.63,13.7
1,2,0,1,2,29,2,9,1,19.34,184.12,183.9
2,2,1,4,2,18,5,17,6,35.0,86.13,102.7
1,2,0,3,1,45,4,17,1,23.03,161.25,192.4
2,3,1,1,1,29,5,15,1,29.44,94.39,125.7
0,3,0,1,1,45,4,10,5,5.87,33.45,34.8
1,1,1,1,1,20,2,14,5,16.36,120.16,160.6
1,2,0,1,1,21,6,14,0,13.79,34.22,40.9
1,3,1,1,0,3,6,14,4,19.15,11.78,14.6
1,5,1,1,1,22,3,12,5,15.09,37.24,36.9
2,4,1,1,0,45,3,14,3,35.0,214.39,240.0
0,1,0,2,1,41,1,17,2,7.95,282.77,240.0
0,1,1,1,1,39,5,9,3,10.15,55.91,55.8
0,2,1,1,1,33,2,17,0,8.36,101.03,124.4
1,2,1,2,1,35,5,12,4,24.99,111.83,128.6
0,1,0,1,1,34,3,16,3,5.78,46.76,46.6
1,3,1,1,1,19,2,16,4,17.52,85.26,99.8
0,1,1,2,1,35,6,10,3,11.5,47.4,47.9
0,2,0,1,0,2,3,10,0,6.85,3.28,4.9
1,3,1,1,1,20,1,12,5,16.95,172.76,173.3
1,3,1,1,2,43,1,17,2,24.44,523.28,240.0
0,2,0,1,1,40,2,13,0,5.81,72.74,97.1
1,4,0,1,1,34,5,13,4,14.14,41.74,57.0
0,1,1,1,0,37,4,15,0,10.2,71.42,94.2
0,3,1,2,1,3,5,12,2,11.1,7.77,9.9
0,1,0,2,1,18,5,11,2,6.54,18.41,21.9
1,1,0,4,1,33,3,16,4,26.02,207.6,233.7
0,2,1,1,1,11,3,13,1,8.32,21.1,30.1
2,1,0,2,0,38,4,16,1,35.0,242.97,240.0
1,2,0,2,1,20,3,17,1,16.21,70.1,82.7
0,1,1,2,2,31,5,9,1,16.01,70.42,76.0
0,2,1,1,2,22,6,15,0,13.18,34.32,48.4
0,2,0,1,1,3,3,15,5,6.81,8.19,11.8
1,1,0,1,1,4,5,17,4,16.06,25.06,31.0
1,3,0,2,1,14,6,11,2,15.19,19.08,24.6
1,2,0,1,1,34,5,14,6,15.36,67.47,92.5
0,2,0,1,1,31,6,11,3,5.92,18.43,20.1
0,2,1,1,1,13,4,18,2,9.73,22.17,25.6
0,1,1,2,2,41,1,14,3,13.79,401.62,240.0
0,2,1,2,1,13,4,14,0,11.26,27.16,33.0
0,3,1,1,0,8,4,16,1,10.55,11.89,14.6
2,4,1,1,1,42,6,13,1,35.0,106.39,141.4
1,3,1,3,2,35,1,14,0,28.29,495.53,240.0
1,1,0,3,1,44,1,10,1,22.67,705.64,240.0
0,1,1,2,1,25,6,14,0,10.56,35.38,48.2
0,1,1,1,1,44,3,11,0,8.4,87.66,101.9
0,1,1,1,1,5,1,9,2,8.95,38.01,38.6
0,2,0,1,1,15,6,9,0,6.66,10.88,15.0
1,1,0,1,0,31,5,15,6,14.46,68.2,88.9
0,2,1,2,1,36,4,15,6,11.01,63.72,89.0
2,1,1,1,1,27,2,17,1,32.28,332.47,240.0
2,4,1,1,1,33,6,12,4,30.33,75.39,86.6
0,3,0,1,0,26,2,16,6,6.84,50.14,54.8
1,5,1,2,1,21,3,12,1,19.2,45.18,43.6
1,5,0,2,1,25,4,9,1,19.27,40.72,40.0
0,3,1,3,0,10,4,16,5,17.58,24.38,26.6
2,1,1,2,0,44,1,10,3,35.0,1091.88,240.0
0,1,1,1,1,31,5,18,4,8.81,41.11,51.0
1,1,0,1,1,18,5,18,3,15.41,45.53,55.0
0,2,0,1,1,5,4,11,4,5.82,4.67,5.2
0,2,1,1,1,34,4,18,2,8.09,46.29,58.5
0,3,0,1,1,20,1,10,2,5.74,58.6,58.6
2,1,1,1,1,22,4,10,1,26.96,105.83,106.7
0,2,1,1,1,0,6,16,6,10.46,2.0,3.6
0,1,0,4,1,13,6,11,0,9.1,14.16,16.8
0,3,1,1,1,0,5,10,2,8.81,2.0,3.2
0,1,1,1,1,21,5,10,2,9.2,29.94,31.7
1,2,1,1,0,36,3,15,0,18.3,137.44,180.7
1,2,1,1,2,30,2,13,6,24.65,228.63,240.0
2,2,1,2,1,0,3,10,5,35.0,11.08,10.1
1,1,1,2,2,18,5,13,1,23.59,68.5,92.9
2,4,0,2,1,27,3,10,2,34.19,125.91,132.9
1,2,1,1,1,27,3,10,3,19.36,106.07,108.6
2,2,1,2,2,3,3,12,5,35.0,32.37,34.9
0,1,1,1,2,37,4,15,0,12.4,85.18,112.9
0,3,0,1,2,6,4,15,4,6.87,7.61,14.5
2,1,0,1,1,42,1,17,4,29.24,870.51,240.0
1,1,1,4,1,12,3,17,5,33.11,103.28,123.6
2,2,0,1,0,22,6,9,3,34.74,79.04,82.4
0,5,0,1,0,2,6,12,0,7.31,4.45,6.1
2,1,1,3,2,19,3,18,2,35.0,246.76,240.0
1,1,0,2,1,1,2,15,3,18.82,13.32,17.2
0,3,1,1,2,39,5,17,4,12.26,50.64,63.2
0,3,1,1,1,5,1,9,6,9.98,32.04,34.7
0,4,1,1,2,45,4,16,3,10.93,48.6,52.4
2,2,0,1,2,0,2,15,6,35.0,11.8,12.7
1,2,0,1,1,11,3,15,1,11.9,29.68,36.9
2,2,1,1,1,11,4,11,4,33.24,56.0,66.9
0,2,0,1,1,30,2,10,6,6.04,58.05,58.4
2,5,1,1,2,28,5,13,5,35.0,66.88,90.5
0,2,1,1,1,10,3,13,3,8.26,88.95,120.6
0,1,1,1,1,13,6,13,3,8.18,15.06,24.6
0,1,1,1,1,7,4,10,6,8.19,13.46,18.5
2,5,1,1,1,22,4,12,3,27.7,51.27,52.0
0,2,1,1,1,2,1,11,2,8.74,19.9,20.9
0,2,0,2,1,26,6,16,2,7.74,21.42,23.1
0,2,0,1,0,23,4,11,1,6.5,23.29,23.2
0,1,0,3,2,8,6,17,5,10.07,13.15,15.6
2,2,0,1,0,28,4,12,5,29.6,132.28,134.1
1,3,0,2,1,10,3,11,2,16.2,28.22,31.9
1,2,0,2,2,28,1,13,0,20.28,344.34,240.0
2,4,1,1,1,34,4,14,3,30.01,107.89,143.9
1,3,1,1,1,7,1,9,2,15.29,67.34,70.3
1,2,1,1,1,34,1,13,1,19.6,403.94,240.0
0,3,0,1,1,21,5,16,3,5.66,12.18,14.8
2,3,1,1,1,42,3,17,4,32.0,230.23,240.0
0,2,0,1,1,3,3,17,1,6.04,57.46,69.3
1,2,1,1,1,34,2,12,1,15.71,164.49,167.6
1,1,1,1,1,29,2,18,2,19.07,200.24,239.4
0,2,0,1,1,30,5,14,6,6.25,24.79,30.4
0,2,1,1,0,13,1,15,4,11.86,96.08,128.2
0,4,0,1,1,28,6,9,3,6.04,11.14,11.6
0,1,1,4,0,0,3,18,6,16.99,11.18,19.6
1,3,0,2,1,25,1,13,6,15.47,196.37,240.0
2,1,0,2,2,7,6,12,4,35.0,39.67,47.9
1,5,1,1,1,20,6,14,4,18.04,23.9,32.4
1,2,0,1,2,41,1,14,3,19.42,480.35,240.0
0,2,0,1,2,21,6,18,0,8.36,20.02,24.2
0,2,0,2,2,22,1,11,3,9.13,125.95,132.1
1,1,0,1,1,26,5,17,5,15.32,60.78,75.0
2,3,1,2,1,29,1,9,6,35.0,511.22,240.0
2,2,1,1,1,28,1,9,1,32.24,549.54,240.0
0,4,1,3,1,23,4,11,5,15.16,35.99,42.4
1,2,0,1,0,18,4,9,6,14.47,39.41,40.6
1,1,0,1,1,20,4,13,5,12.18,47.66,63.3
1,3,1,1,1,41,5,15,5,19.3,84.04,109.4
1,4,1,2,0,37,3,14,3,22.52,115.53,152.2
1,5,0,2,1,38,2,16,4,16.62,90.95,104.0
0,3,1,1,1,18,4,14,5,9.42,441.11,240.0
2,1,1,2,1,14,5,9,5,34.51,74.58,79.2
0,2,1,2,1,22,5,15,5,10.97,33.0,43.4
0,2,0,1,1,14,2,17,2,6.88,35.39,39.8
2,2,1,4,1,17,5,16,6,35.0,71.76,77.0
0,1,1,1,1,19,6,11,5,9.04,20.35,22.9
0,1,1,1,1,4,4,17,5,9.6,59.66,72.8
0,2,1,2,2,2,1,18,1,16.63,25.48,33.7
1,3,0,3,2,3,3,15,3,25.28,20.34,29.7
0,1,1,1,1,41,1,9,1,10.32,300.27,240.0
0,1,0,1,1,0,3,13,2,6.62,2.61,8.1
0,3,1,1,1,27,4,14,4,9.65,34.95,48.0
1,3,0,1,2,35,1,15,1,17.16,299.5,240.0
0,2,1,1,2,6,1,16,6,12.65,58.6,59.7
1,1,1,3,1,21,2,18,5,28.94,273.71,240.0
0,2,1,1,1,7,5,12,2,8.34,11.23,13.4
1,3,0,1,2,41,3,11,2,17.19,117.33,117.7
0,1,1,1,1,13,1,17,4,8.49,80.67,99.1
1,1,0,1,1,35,6,15,0,11.97,53.82,67.3
1,3,0,1,0,18,1,13,3,16.28,150.05,197.3
0,2,1,1,1,42,5,15,0,9.45,50.59,70.1
1,3,0,1,1,43,6,13,6,14.8,57.64,74.7
2,3,1,1,0,39,2,10,2,35.0,368.72,240.0
0,2,1,1,0,26,4,17,2,9.52,51.98,65.2
1,1,1,2,1,20,3,15,0,22.14,111.56,146.3
1,1,1,1,1,42,2,14,6,15.37,231.62,240.0
0,1,1,1,2,40,1,13,6,13.37,378.96,240.0
0,2,1,1,1,18,6,15,1,9.22,21.24,27.5
2,5,1,1,0,3,1,10,5,35.0,43.28,44.0
1,1,0,3,1,39,5,13,4,23.52,136.41,176.2
2,1,0,3,1,14,4,14,4,35.0,97.99,129.7
1,2,0,1,1,11,1,9,3,15.29,114.96,111.1
0,1,0,1,0,18,5,9,5,5.66,15.71,14.7
0,1,1,1,1,9,6,16,2,8.09,10.32,12.0
1,1,1,1,1,43,4,10,5,15.78,119.95,121.4
1,2,1,2,2,12,4,11,0,29.51,53.91,65.0
0,2,1,2,1,21,6,15,5,13.47,33.38,44.3
1,1,1,4,1,21,3,14,4,31.18,163.18,216.3
1,2,0,1,2,33,2,10,4,17.23,186.24,211.5
1,1,0,1,1,8,5,18,3,13.67,20.1,21.8
0,2,1,1,0,37,2,10,0,10.87,130.42,151.9
0,1,1,1,1,29,5,12,1,8.09,37.24,39.1
2,2,1,2,1,13,5,11,1,35.0,58.14,61.2
2,2,1,1,2,35,2,13,2,35.0,376.26,240.0
0,1,1,2,2,30,6,18,4,14.37,75.86,96.4
1,1,1,3,1,27,4,11,5,24.0,119.09,123.0
0,1,1,1,1,12,1,12,3,8.36,75.1,76.6
0,2,0,1,1,3,2,12,6,5.41,6.54,5.7
0,3,1,2,1,44,6,9,4,12.1,44.19,53.3
